Title,Video Link,Summary,Doc,Status,Catergory,Spanish,Date,Autor,Category,Description
Глобальное потепление,https://www.youtube.com/watch?v=v-c2OtXrtiY,Какова роль человечества в глобальном потеплении и как изменение мышления может повлиять на состояние планеты?,https://docs.google.com/document/d/1FryvfX5C7-EiPi0LH_fP_w7RsVTudPc-tGj10mbFRsQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1_aN9bHQ8hM0FU_WRy0Uv14mM459hyIzN339GRmzXgiA/edit?usp=drivesdk,3/4/2020,,,
Ответственность за рождение детей,https://www.youtube.com/watch?v=JKFKWkGiwc0,"Как важно для каждого человека иметь детей и какие критерии определяют момент и обстоятельства их появления, чтобы жить простой и сакральной жизнью?",https://docs.google.com/document/d/1J42rQHr0yUTwiCukBET40t4zjRmfTgt8y-aD1m5NI7s/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1sbr_dRHsY_v4h8d61H-KlPoOUghmwNNIryb2xHlbn5Y/edit?usp=drivesdk,3/3/2020,,,
Отсутствие приятия в программе жизни Falta de aceptacion en el programa de vida,https://www.youtube.com/watch?v=-PI3WR6PALk,Каково значение приятия в программе жизни и как оно влияет на процесс перехода души после смерти?,https://docs.google.com/document/d/1KtodagyC2p1Ob082PQp-mLLR_o_j4B9_qVtR7iSZb1I/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Yr2CXEQ0nUW4KOq_cos970BRfWdvB0qJtOmF9PxFq1w/edit?usp=drivesdk,3/3/2020,,,
Внешние энергетические воздействия  Сохранение целостности,https://www.youtube.com/watch?v=9WdmAZ6z4vg,"Какие основные воздействия энергии на человека, и как сохранить свою внутреннюю целостность и центр в этом контексте?",https://docs.google.com/document/d/1mXtIggtZfIB2ZI2G5MadSQ9gYlzl74CuMqfQ_LqyDJY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Icdwv7PFJe018P9sC-FkpIHD5aqlVhcQ1VFc-3VeU9k/edit?usp=drivesdk,2/28/2020,,,
Адаптация к новым технологиям,https://www.youtube.com/watch?v=auK7p1UX3JA,Какие условия и мутации энергетики необходимы для адаптации к цифровому миру и новым технологиям?,https://docs.google.com/document/d/1Cm3lwwnOqYqOT63PhJ2EXpLJnybaow7wO_SvNI3G5Yw/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Uo93AS4mm3QAMJRtl4d5dRE-M0fwV0AIP2liemaKlt8/edit?usp=drivesdk,2/28/2020,,,
Грудное кормление,https://www.youtube.com/watch?v=_Af-puTrY30,Основной вопрос текста: Когда рекомендуется прекратить грудное кормление и как влияет питание на ребенка в этом возрасте?,https://docs.google.com/document/d/1c6e2O-W1couhcp8AFCW19m-X_7WQ3zXl_mAEpC4QnuQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1nStkjr6Rop7onsflaqdkjJ-Ptfja7SyM5DkuopA9wqU/edit?usp=drivesdk,2/28/2020,,,
Причины расстройства нервной системы,https://www.youtube.com/watch?v=4b0KuQlAtxU,Основной вопрос текста: каким образом мы приводим нервную систему в плачевное состояние и что с этим делать?,https://docs.google.com/document/d/1TNWb2yKyMvzNwm11xzvFrcvYuxLE9Fi7p6s-NXyeDHo/edit?usp=drivesdk,Done,"Здоровье и Питание, Внутренние развитие",https://docs.google.com/document/d/1ybKw5AuZ-IoZ10eMfdb_soTTec363TMLK7Y4seQyMrA/edit?usp=drivesdk,2/28/2020,Шкарубо Лена,,
Удачи и неудачи. Переход на высокие вибрации,https://www.youtube.com/watch?v=HpJdiifpCqE,Какие факторы влияют на удачи и неудачи людей и как можно перейти на более высокие вибрации?,https://docs.google.com/document/d/1XsU5ZCeofz7J_3XrIrxAWxlTEbgVx-KySLk5SGKhRTY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1gTxncDIAUAYFaGD3rfUaRPVv5FyykIrciDU60ynZE2M/edit?usp=drivesdk,2/26/2020,,,
Своевременность,https://www.youtube.com/watch?v=euIOynOgWug,"Как сделать так, чтобы не тратить энергию на ненужные воспоминания и узнавания и следовать приоритету в области Сакрального?",https://docs.google.com/document/d/1kDnhT1USo-mT81JEi05ONmwp2sdGli1K6KM5aDmBYuM/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1x0xVAwdCVfcyrlE6R5HzfYuVaqZh4tZy1JcpdfdvZHA/edit?usp=drivesdk,2/26/2020,Шкарубо Лена,,
Предназначение человека,https://www.youtube.com/watch?v=fZOFJPzlx_U,Какая основная функция человеческого служения в период изменений на планете и внутри самих людей?,https://docs.google.com/document/d/14ewBYzgZ-eyIfpERJP5fVs8C9F0w9zUJmTrY5LeMiME/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1WPpblN4Fcz8fvQxqZHrqmKduOupewezlzNls_7ZjfYU/edit?usp=drivesdk,2/6/2020,,,
Сила слова,https://www.youtube.com/watch?v=spPrrdaYsVc,"Может ли слово обладать сакральной силой, и как влияет на нас его вибрация?",https://docs.google.com/document/d/1Ud6Nhc0ffSoq81fbdfUcS-RflEX053jIUuFDq1kb9JM/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1uRCzEpAhVY01W7mn4ZoOD5rnvV2yGys6UEhSy21JAsE/edit?usp=drivesdk,2/6/2020,Шкарубо Лена,,
Энергетическая связь с другим человеком,https://www.youtube.com/watch?v=j_b1pbf19-s,"Какие методы помогают распутать энергетическую связь с другим человеком, основанную на неразрешенных эмоциях и опыте, и какой подход может решить эту проблему эффективнее всего?",https://docs.google.com/document/d/1nkX4xwkiNd3aDsXUvGybunQShFHnXei5wqRKsCKtBy8/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1pPxTA7Sl9TnTlL592aKbiS--GAFI5vaVnJvCUWPdHw8/edit?usp=drivesdk,2/5/2020,Шкарубо Лена,,
Питание во время диеты с растением,https://www.youtube.com/watch?v=iaTnZNDG6AU,Основной вопрос текста: Какие продукты рекомендуется употреблять во время диеты с растением и по каким причинам?,https://docs.google.com/document/d/1SQV4lmJcyPb2sat8LQV-bJ1u8w9FkYH5MW_726bBssc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1ofS0_ltJxS2Vdr9wMfPVFUQP0tI-6U0TIZWPEa45meA/edit?usp=drivesdk,2/5/2020,,,
Менструальные циклы во время диеты,https://www.youtube.com/watch?v=g2yJkbTiHPo,Как влияют менструальные циклы на организм во время диеты?,https://docs.google.com/document/d/12Blaf2DGHEtrGIoudNvM71EuDtuSmpBrH4KVoPkymBQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1--D3ZFcws1USEC58Vvs35UUYOCfFFFnduhVWpg_RMgE/edit?usp=drivesdk,2/5/2020,,,
Принятие,https://www.youtube.com/watch?v=tT4EsfHOAW0,Как изменить принятие себя и окружающего мира и каким образом один может начать познавать это лучше?,https://docs.google.com/document/d/1bmamZ6ZX0CL0o_3fSQzjQp5XllOBpJ0T247oOg1gQg0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1454mELRPPYyqMz_b2JDruxPSSoyfgtKHcOgbZhpl22o/edit?usp=drivesdk,2/4/2020,,,
Как понять жизненные уроки,https://www.youtube.com/watch?v=hmrj4Y_7BL8,"Какие уроки жизни мы можем извлечь из событий, влияющих на наше воспитание и духовное развитие?","https://docs.google.com/document/d/1kHOKheK-AxCbFh7zBhSyR9e-OJExDhvtOeiCZJcpYFk/edit?usp=drivesdk

",Not Edited,,https://docs.google.com/document/d/1bsrfosXT3Z809V7RziYqYok1tLViirggYARLBJGOsOc/edit?usp=drivesdk,2/4/2020,,,
Вредно ли употреблять ЛСД и грибы,https://www.youtube.com/watch?v=ux4VxgeG2rA,Какие основные проблемы могут возникнуть при использовании искусственного интеллекта для распознавания и перевода речи на разных языках?,https://docs.google.com/document/d/17pep-NqufduoQBdkq-FCyvDA5iGNR9uE15vosXgAo7k/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1vWujRQ0qyywMRD-zVepHy8cOhcJ4_SimWy9DqFw0N_E/edit?usp=drivesdk,2/3/2020,Шкарубо Лена,,
Грань между хорошо и плохо. Как вернуть чувствительность,https://www.youtube.com/watch?v=GRXxSaLALJY,"Как вернуть чувствительность и различать ценности, социальные игры и священное начало в мире, где сакральность утрачена из-за механистики и роботики?",https://docs.google.com/document/d/1J10GOZwR6xXczusx92l_AOujexsBMnyJAdvu5KtWUuY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1-1n5VmzTs2jXsR72JFmLYuSj4l0AZo4oXtFdi1UJL_Y/edit?usp=drivesdk,2/3/2020,,,
Пепе вводная речь,https://www.youtube.com/watch?v=ajW5T9UgYSs,Какова философия двух миров и как они помогают людям достичь самоконтроля и самоисцеления?,https://docs.google.com/document/d/1WrGM4fz9QVYRl1r5pIui5_vA-s6j8j_21bh0P8HrBbw/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/142txk9MpBCl2tA7VhBKWALVvvwLHr-R129_0n-QUnlU/edit?usp=drivesdk,2/3/2020,,,
Отношения с близкими,https://www.youtube.com/watch?v=bEGda8tXtLo,"Как помочь своим близким, находящимся в трудной жизненной ситуации, сохраняя внутреннее спокойствие и уважая их свободу выбора?",https://docs.google.com/document/d/1iADUd0qONBksnjLZK5X-w63gmmov8mzCV1RGQg_ZMCM/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1igp-Dbx5tar_KTC-r7P03Ki9LxgbIBpXvBJoEUBE2Yo/edit?usp=drivesdk,2/3/2020,,,
Влияние затмений,https://www.youtube.com/watch?v=VtwXlOsohpk,"Основной вопрос текста: Влияют ли затмения и астрологические события на человечество, или это просто мода и бизнес?",https://docs.google.com/document/d/1gI-ps_aqHotddxDCwfKonyJg3MbaDq1ILk1z25IsQag/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/12ATECyv4VJRcT-jksvRvSmzJWtziuJ8MeHK-yGTt_rM/edit?usp=drivesdk,2/3/2020,Шкарубо Лена,,
Игра в карты.  Энергия азарта,https://www.youtube.com/watch?v=C1YgkHIT-R0,"Какие негативные энергетические составляющие могут сопровождать игру в карты, особенно для чувствительных людей, находящихся в энергетическом состоянии?",https://docs.google.com/document/d/1fILHzUthYLu19ApDXdtSlb2zEEsCod2dEwBQkCSmZYE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/19LMRdNK8OamfWmXv6-KnilDCL3J8237SWkCs9k96eKs/edit?usp=drivesdk,2/3/2020,,,
Как исцелить травму,https://www.youtube.com/watch?v=DXkNoSu_GnQ,Как обращать внимание на травмы для их исцеления и какова связь между диетой и задержкой менструального цикла?,https://docs.google.com/document/d/1SXh8XPiW5aALvcyyPjSpnLP6zwutqxKrUauDSJVBt9M/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1K6qtdn1EDAZEN0Ds2vrrL3WHNK4B07MnabxjEWBKLEc/edit?usp=drivesdk,2/2/2020,,,
Вредно ли красное мясо. Пробуждение разума тела,https://www.youtube.com/watch?v=6UJpXYjKQPU,"Как вредно ли красное мясо и нужно ли его полностью исключить из рациона, или можно употреблять его изредка, и какие виды мяса лучше выбирать для своего тела?",https://docs.google.com/document/d/1LfTSZaQ8Ba_0NsycnNuraKXlH8nyzPFzcL9DFi4tXBE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1tuOp1YRpctW7cVtdEfDcEWCiqDtnQvhQXO9YC7jMHLg/edit?usp=drivesdk,2/2/2020,,,
Видения во сне и в церемониях с аяваской,https://www.youtube.com/watch?v=j6Rw2QtjCcI,"Какие видения и послания могут появляться во сне и во время церемоний с айяваской, и как можно расшифровать и использовать их для себя?",https://docs.google.com/document/d/1gVFtpaXzWz_HUNuww2wFX4WI3DYwwCog1VBMCFHsn3Y/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1k7IvJ6UEM7H0SrVYokuN_oyJfi_T1r7lFnoLQWfZk2A/edit?usp=drivesdk,2/2/2020,,,
Как происходит блокировка и открытие чакр,https://www.youtube.com/watch?v=JEbR-MJG8AM,Как происходит блокировка и открытие чакр при помощи Айвазки и влияние стиля жизни на этот процесс?,https://docs.google.com/document/d/1wllD_mFEaAl34OlPfrAvc5AhRBi6NnilpS-2pReDRYI/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1IPNWwYIDya-nXQ7KwIS7HQSsDTTkgXD8eLqEusaMUSI/edit?usp=drivesdk,2/2/2020,Алина,,
Про холод в теле. Причины появления артрита и его лечение,https://www.youtube.com/watch?v=BDKeLkQCYBA,Ошибка,https://docs.google.com/document/d/1devAgh6dMMzHFB0E6bZJ89xgu_c9HzlQaXNARZ6gblQ/edit?usp=drivesdk,Done,Здоровье и Питание,https://docs.google.com/document/d/1YaZOorhgbsRmIDONwy1Nij2GQ-8iFpTIdgS0JX0v1Bo/edit?usp=drivesdk,1/23/2020,Шкарубо Лена,,
Внутренний голос и общественное мнение,https://www.youtube.com/watch?v=XuSGPPKxgs0,"Как можно свободно действовать, принимая решения не из человеческого фактора, а из Духа и как сохранить внутреннюю гармонию в обществе, где мнения и нормы могут противоречить внутреннему голосу.",https://docs.google.com/document/d/18CX0sglXEWBuazTOR-C_ILtRsuJD-HPAO61nIi4NqRQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Oue8pz5KlMs6KLClRcczKmm0zkKlccVQNwlJG1AouFA/edit?usp=drivesdk,12/2/2018,,,
Защита от подселения духов,https://www.youtube.com/watch?v=Gbej4hd_BSQ,Как можно защититься от подселений духов и как сохранить позитивную ауру?,https://docs.google.com/document/d/1syL61xGUKnqdxf_I_OCYlikZGRTRsqjULS4aPDkNT1w/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1eO4rrZqM7piwCsMq4-vMdi6hnlm16V7IiI_NUx-xOBQ/edit?usp=drivesdk,11/28/2018,,,
"Подселенные души, негативные и агрессивные энергии, чипы",https://www.youtube.com/watch?v=30-rvX5mNgM,Как чипы и негативные энергии влияют на нас и как можно избавиться от них?,https://docs.google.com/document/d/1gJaMAlnJyTFRcWIwrhYdJ94zeTQ5S4Drkkzvh3oliCg/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1m_YiJG5iILvVnQLFK0cP2_KQ9Z26BCk_bVzgoRTmDrc/edit?usp=drivesdk,11/28/2018,,,
Что такое сакральное начало,https://www.youtube.com/watch?v=CMld7aqYOtI,"Как можно определить сакральное начало и как оно связано с внутренним божеством, чтобы достичь гармонии и равновесия в жизни?",https://docs.google.com/document/d/1V8VG-TvcNxW-bJRmyXvQHN77X_WqJsVwXCNIm4YxB0A/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/15k9axMRj-gYSX_9W1RNfPZDMC6OuxvqEw2NJf_nylOI/edit?usp=drivesdk,11/28/2018,Шкарубо Лена,,
Сохранение равновесия,https://www.youtube.com/watch?v=49gPSaua7Sc,"Как сохранить равновесие в жизни и не сдаваться влиянию окружающих, особенно в ситуациях с употреблением алкоголя?",https://docs.google.com/document/d/1DIApeJ7RTnoIg04EudlrrYYYP4oo4zruiUkTEfkQgGg/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1hfxcWycZ-tmPG7nWPy6zJ_GAgzmBbEP9EOp-2y0R52g/edit?usp=drivesdk,11/27/2018,,,
Сколько Аявасок нужно,https://www.youtube.com/watch?v=XAjSicuUIO4,Какое количество Аяваски нужно для прохождения диеты и какие этапы она включает?,https://docs.google.com/document/d/1_1OXwSEd7RoanHx2ubMKZmCU-ok7opShVC-HZMfRp-c/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1_zi3hVuDlLsR7oN54F-X_iNW9-ozxaLMdBF_qKkLHzM/edit?usp=drivesdk,11/27/2018,,,
Процесс лечения. Этапы с растениями,https://www.youtube.com/watch?v=b5jwJgJsR3I,Каким образом проходит процесс лечения с использованием растений?,https://docs.google.com/document/d/1e4NIDbCmShdxUQMNtLk7Boq2ybN0IKq8dqIv44Gqf38/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1lZCBDSyoM_QlMTEgGLXiWJ89NF3AqlTqZygHUdfpN10/edit?usp=drivesdk,11/27/2018,,,
Материальность мира и просветление,https://www.youtube.com/watch?v=l1jlkiMGeiw,"Основной вопрос текста: Как понимать сочетание физического мира и просветления в учениях, которые не отрицают материальность, но говорят о безнадежности всего на Земле?",https://docs.google.com/document/d/1-P1My_2V3KHYAvOEk7gq2t7zwlvm9U9sQM-olk-HZ-A/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1xB7ce8833L-wSz2WyG-iDPDuiLil8mrWl8CQti3EoFo/edit?usp=drivesdk,11/26/2018,,,
Манипуляции в обществе и пробуждение,https://www.youtube.com/watch?v=rePw5Y__JvA,Какие способы манипуляции используются в обществе и как пробуждение людей может изменить ситуацию?,https://docs.google.com/document/d/1yQVKy0kXnCOxBeW1-sxLa94iklelIGypakpuvVlbeaw/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1XdUE6BELcajm76xvAsL3ks5aZMgeyuGttDurJAmpgwc/edit?usp=drivesdk,11/26/2018,,,
"Амулеты, очистка от негативных энергий",https://www.youtube.com/watch?v=mS10aDXykTk,Как влияют амулеты на энергетическом уровне и как их правильно использовать для очистки от негативных энергий?,https://docs.google.com/document/d/1UQkfGlx73w9iXqzEzfDt6V-QdTH7n4pPQnOvF1sedqo/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1F_e617f77w6UwxcIJD4ghasrBdg368FK5YT_62AeqWU/edit?usp=drivesdk,11/9/2018,Шкарубо Лена,,
Как сохранить чистоту,https://www.youtube.com/watch?v=bq5fqeC-WsA,Как сохранить эффект от принятия айаваски и оставаться в своем священном начале окруженным цивилизованным миром?,https://docs.google.com/document/d/1jNfMhpe1uf_ZF5eT8Rl0XP8xV4zD4HuHqqAfQfRgWHk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1DJYXHyJbItjGr-zifa-RIk8I5gLNblwF7IfwKGYE5tg/edit?usp=drivesdk,11/9/2018,,,
"Моды современного мира, психологи, стрес, усталость, еда",https://www.youtube.com/watch?v=tNvfCEralPM,"Как современные моды влияют на повседневную жизнь, психологи, стресс, усталость и питание - каковы последствия этого влияния?",https://docs.google.com/document/d/1KAQ-VMg4KkcEQjggpBN7oComNaB55J3dlVUduNv90AU/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1DQPkOxNukTc1OOXi737uueBxF14G_zME2CRJCjv6yAA/edit?usp=drivesdk,11/9/2018,,,
Видения во время церемоний с аяваской,https://www.youtube.com/watch?v=X2Y4hWDdD-4,"Почему во время церемонии аяваски некоторые люди испытывают видения и уроки, а другие только физически страдают, и является ли это признаком чего-то плохого или это часть естественного процесса?",https://docs.google.com/document/d/1jArBi5Pvx9OWLXFqUzJNv5J8ThQbVVESYWWzIxXA9XY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/11eEEtU8m9V3sNmE6losig4ab5Sx9zrBYwjA5Jki6xcg/edit?usp=drivesdk,11/9/2018,,,
Баланс Добра и Зла в человеке,https://www.youtube.com/watch?v=3xfl1PkQShY,Какие факторы влияют на баланс добра и зла в человеке?,https://docs.google.com/document/d/1MtNr64YasELJekYr5_AQSaDJO7Xuu8zGHTowT8Da28I/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1mxWTJphH38kYZtjqscNEROyMmCCz_skR2AEsyDRwBqw/edit?usp=drivesdk,11/9/2018,,,
Вселенская книжка,https://www.youtube.com/watch?v=G-0axEZi5-I,"Какова основная практика, если вы теряете дикость, то вы теряете высоту?",https://docs.google.com/document/d/1qm8eymuWaFxx7g8RpLJFJejniNx5l4hRHA4yqBUB7pQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1lfWif87T-1gj-1kZ6huKdGzxnZKO1auB-NSdljStC5E/edit?usp=drivesdk,11/9/2018,,,
"Аура, Рождение ребенка, Кесарево",https://www.youtube.com/watch?v=beVqt-BIZ_c,Какие цвета бывают в ауре и что они соответствуют?,https://docs.google.com/document/d/1XvK9o7fNy1z7cdK6pZ-uGmXQe03yTNZ1aNEtR-IstGI/edit?usp=drivesdk,Done,Здоровье и Питание,https://docs.google.com/document/d/1iPcSqMuZukEpC-bj4qhf6bgeTzoyB4LAO1ad4y1-OBA/edit?usp=drivesdk,11/9/2018,Алина,,
"Использование Аяваски, Ибоги, Камбо, Рапэ в лечении",https://www.youtube.com/watch?v=JShIKhniRW8,"Как использование Аяваски, Ибоги, Камбо, Рапэ в лечении помогает активировать целительные механизмы организма",https://docs.google.com/document/d/1gQvZijIjVYQqDCi57KnwvTd4Y2bmZmX34nBaYAy46VI/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1Ld1vrET5QOAXzCOA9yw49tPlxuUlEHxU816I7nHj4G4/edit?usp=drivesdk,11/9/2018,Шкарубо Лена,,
Про татуировки,https://www.youtube.com/watch?v=m_1_ozLElI4,Какую татуировку выбрать и что она могла бы значить для вас?,https://docs.google.com/document/d/1IV9ECQrZSjrH_p2WX8R_ikuJno4s3KtLR7GEtP_bZBQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1mt42L3IaqGuV2fgcz4uqQxunRnefqSldTyw8xWkOZb4/edit?usp=drivesdk,11/7/2018,,,
Муджи об Аяхуаске,https://www.youtube.com/watch?v=KTUvyb6DpnI,Какое влияние оказывает аяхуаска на самопознание и освобождение человека от омрачений личности?,https://docs.google.com/document/d/18PzYHf6uHUVq6y5DeirFELJHy8-ei6dLLeOXd9_HedU/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1EISjyeJrZIbU0hQpFJoLn0NTRj-IHpljNEZJccabqZM/edit?usp=drivesdk,11/7/2018,,,
Развитие души,https://www.youtube.com/watch?v=3lpho2KhqQk,"Какие действия следует предпринять, если чувствуешь потерю своего языка и как это связано с миссией и программой души?",https://docs.google.com/document/d/1K9kxuNsELBrGzn1d66S8LBZS9aCcEPtEox7qUUKJJl4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1zV1-YtPCqcywVM15h_LlMrzAaDa73Jmdhx9sHDMHtM4/edit?usp=drivesdk,11/7/2018,,,
Древние языки,https://www.youtube.com/watch?v=AQXYWVkYSLE,Как важен санскрит и другие древние языки для священности жизни и возможной манипуляции с ними?,https://docs.google.com/document/d/1jvSYtlS-49KlZxKCtU2B5UayrL_UdCfrlpx7dJSGr6c/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1vEa1Zpe5uEVYOkIIumorXeQ9NSJk_5iE-lcD8Ly6GkY/edit?usp=drivesdk,11/7/2018,,,
Откуда новые души,https://www.youtube.com/watch?v=aN4XQxakqn8,Откуда исходят так многие души для человечества и почему их количество так увеличилось?,https://docs.google.com/document/d/1M7lDSAICHSoC9ecU4Q5MnArAut9XtKE05QsYjwA9_s4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1wsMhs4dG9z8lkBiKOFKDLF7aMO9leCpOeur5KCoe7k0/edit?usp=drivesdk,11/7/2018,,,
Про питание,https://www.youtube.com/watch?v=D0pmY4p-lpY,Как наше питание влияет на уровень вибраций и какие продукты помогут гармонизировать нашу жизнь?,https://docs.google.com/document/d/10RH08NXTZ_NHW5PlKLJ9cQasHZATdy1Tk9nKpLRbIJA/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1sydCs71o5mjqW7Y0vw4q20RE0qBDCpEKsFeK7LUUFyI/edit?usp=drivesdk,11/7/2018,,,
Правда про марихуану. Какую опасность она представляет,https://www.youtube.com/watch?v=7lVSpPCP5so,Какую опасность представляет марихуана и каковы ее энергетические и физические последствия для человека?,https://docs.google.com/document/d/1U6f_1MoYSFcXimWBHGVCk--RvVKu_hIgsMj5byELzIQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1O82kp9NHHK00s6PcA7adROMN7ph8JwVIMJP73qy5BZM/edit?usp=drivesdk,11/6/2018,,,
Аяуаска под риском! Как её сохранить,https://www.youtube.com/watch?v=5zCEmSkMCI0,В чем заключается риск для Айяваски и как ей можно помочь сохранить свою священность?,https://docs.google.com/document/d/1igXbQiqoZChEfT81qAotJPca1wx9M7wcI07XWYAbCQ4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1N3ZtPyyD21dQ4znoJ6O3MPR0LYEsq38f5LENLFRY6as/edit?usp=drivesdk,11/6/2018,,,
Пение Икаро. Слияние с растением,https://www.youtube.com/watch?v=inqYlGRrbuM,"Пепе объясняет природу Икаро как результат слияния энергии человека и растения. Для глубокого контакта важны не специальные действия, а благодарность, тишина и покой.",,"Done","Растения Учителя и Процесс Диеты",,12/09/2025,"Dos Mundos","Растения Учителя и Процесс Диеты",
